Timestamp, RackID, Rack Flow, Rack Inlet P, Rack Outlet P, Rack Delta P, Cold Aisle Amb Temp, Rack Inlet Temp, Rack Outlet Temp
2026-05-09T00:00, Rack48, , 48.40, 24.62, 23.78, 33.4, 32.71, 34.20
2026-05-09T00:01, Rack49, 118.62, 47.02, 23.57, 23.45, 30.7, 32.53, 34.16
2026-05-09T00:01, Rack50, 115.14, 48.55, 20.87, 27.68, 28.9, , 33.92
2026-05-09T00:02, Rack51, 124.85, 47.78, 21.42, 26.36, 31.5, 32.03, 33.57
2026-05-09T00:03, Rack48, 117.79, 48.12, 24.57, 23.55, 33.4, 32.12, 33.97
2026-05-09T00:04, Rack49, 117.60, 47.46, 23.91, 23.55, 30.5, 31.55, 33.30
2026-05-09T00:04, Rack50, 114.70, 48.59, 20.87, 27.72, 28.9, 32.30, 33.63
2026-05-09T00:05, Rack51, 125.05, 47.16, 20.93, 26.23, 30.6, 32.94, 33.97
2026-05-09T00:06, Rack48, , , , 0, 32.5, , 
2026-05-09T00:07, Rack49, , 46.49, 23.62, 22.87, 28.8, 32.08, 33.75
2026-05-09T00:08, Rack50, 115.86, 48.08, 20.67, 27.41, 30.6, , 32.74
2026-05-09T00:09, Rack51, 124.97, 48.88, 21.82, 27.06, 33, 29.75, 31.59
2026-05-09T00:10, Rack48, 120.74, 46.67, 23.34, 23.33, 28.7, , 
2026-05-09T00:11, Rack49, , , , 0, 31.8, 31.53, 33.22
2026-05-09T00:11, Rack50, 116.10, 48.60, 21.44, 27.16, 32.6, 30.10, 31.38
2026-05-09T00:12, Rack51, 124.74, 48.12, 21.49, 26.63, 33.6, , 
2026-05-09T00:14, Rack48, 118.40, 48.19, 24.51, 23.68, 32.2, 32.05, 33.44
2026-05-09T00:15, Rack49, 121.29, 47.10, 24.38, 22.72, 32.9, 32.45, 33.98
2026-05-09T00:15, Rack50, 114.88, 48.73, 21.23, 27.5, 33.7, 30.45, 31.64
2026-05-09T00:15, Rack51, 122.06, 48.74, 21.06, 27.68, 32.5, 31.42, 32.33
2026-05-09T00:17, Rack48, , , , 0, 32.4, , 
2026-05-09T00:18, Rack49, 120.72, 47.12, 24.60, 22.52, 33.3, , 
2026-05-09T00:18, Rack50, , , , 0, 30.1, , 
2026-05-09T00:19, Rack51, , , 20.56, 20.56, 29.5, 32.94, 33.84
