Timestamp, RackID, Rack Flow, Rack Inlet P, Rack Outlet P, Rack Delta P, Cold Aisle Amb Temp, Rack Inlet Temp, Rack Outlet Temp
2026-05-05T00:02, Rack48, , , 22.48, 22.48, 28.5, 32.62, 34.34
2026-05-05T00:02, Rack49, 119.52, 44.18, 21.83, 22.35, 29.7, 32.39, 34.29
2026-05-05T00:03, Rack50, 115.49, 46.91, 20.13, 26.78, 31.8, 32.01, 33.76
2026-05-05T00:03, Rack51, 124.83, 46.99, 20.06, 26.93, 32.8, 29.49, 31.91
2026-05-05T00:05, Rack48, 122.14, 45.24, 22.48, 22.76, 28.9, 32.47, 34.38
2026-05-05T00:05, Rack49, 121.21, 44.53, 22.46, 22.07, 29.2, , 
2026-05-05T00:07, Rack50, , , , 0, 33.8, , 
2026-05-05T00:07, Rack51, , , , 0, 29.2, , 
2026-05-05T00:09, Rack48, 122.30, 46.65, 23.40, 23.25, 33.1, 32.58, 34.26
2026-05-05T00:10, Rack49, 122.37, 45.75, 23.92, 21.83, 33.8, 32.23, 34.07
2026-05-05T00:10, Rack50, 113.34, 47.68, 20.23, 27.45, 32.6, 31.05, 32.42
2026-05-05T00:10, Rack51, 122.12, 46.24, 19.66, 26.58, 29, 32.29, 33.30
2026-05-05T00:12, Rack48, 119.31, 46.59, 23.02, 23.57, 32.7, , 33.44
2026-05-05T00:13, Rack49, 120.45, 46.58, 23.83, 22.75, 32.9, , 
2026-05-05T00:14, Rack50, , , , 0, 29.5, , 
2026-05-05T00:14, Rack51, , , , 0, 32, 30.76, 33.40
2026-05-05T00:16, Rack48, , , , 0, 29.4, , 
2026-05-05T00:17, Rack49, , , 22.66, 22.66, 29.5, 32.20, 34.12
2026-05-05T00:17, Rack50, 116.37, 46.82, 19.72, 27.1, 31.4, 32.54, 34.18
2026-05-05T00:18, Rack51, 121.97, 46.99, 19.99, 27, 32.4, 30.14, 32.51
2026-05-05T00:19, Rack48, , , , 0, 28.6, , 
2026-05-05T00:20, Rack49, , , , 0, 31.3, 31.50, 33.32
2026-05-05T00:20, Rack50, 115.67, 47.33, 20.41, 26.92, 32.4, 31.08, 32.68
2026-05-05T00:21, Rack51, 122.31, 47.31, 20.29, 27.02, 33.2, 29.57, 31.56
2026-05-05T00:22, Rack48, 121.74, 45.88, 23.05, 22.83, 28.6, 31.53, 33.36
2026-05-05T00:23, Rack49, 119.86, 45.08, 22.79, 22.29, 30.4, 31.96, 33.75
2026-05-05T00:23, Rack50, 113.71, 47.32, 19.28, 28.04, 31.9, , 
2026-05-05T00:24, Rack51, , , , 0, 33.7, , 31.77
2026-05-05T00:25, Rack48, 118.69, 45.75, 22.29, 23.46, 30, 32.53, 34.38
2026-05-05T00:26, Rack49, 120.18, 45.60, 22.96, 22.64, 32.3, 32.05, 33.96
2026-05-05T00:27, Rack50, 112.95, 47.91, 20.35, 27.56, 33.1, 30.09, 31.60
2026-05-05T00:27, Rack51, 122.36, 48.43, 20.48, 27.95, 33.8, 32.89, 33.91
2026-05-05T00:29, Rack48, 118.88, 47.40, 23.68, 23.72, 33.2, 31.75, 33.36
2026-05-05T00:30, Rack49, 120.75, 46.70, , 46.7, 32.8, 32.59, 34.34
2026-05-05T00:31, Rack50, 115.53, 46.19, 19.34, 26.85, 29, 31.90, 33.39
2026-05-05T00:31, Rack51, 121.62, 45.76, 18.80, 26.96, 29, 33.05, 34.20
2026-05-05T00:32, Rack48, 118.94, 46.92, 23.45, 23.47, 33.4, 32.60, 34.24
2026-05-05T00:33, Rack49, 120.96, 46.35, 23.90, 22.45, 33.7, 32.57, 34.34
2026-05-05T00:33, Rack50, 115.22, 47.14, 19.89, 27.25, 30.9, , 
2026-05-05T00:34, Rack51, , , , 0, 30.5, , 
2026-05-05T00:36, Rack48, 119.45, 46.89, 24.36, 22.53, 33.7, 31.67, 33.77
2026-05-05T00:36, Rack49, 122.88, 45.87, 23.71, 22.16, 31.2, 32.52, 34.23
2026-05-05T00:38, Rack50, 115.64, 46.47, 19.93, 26.54, 32.1, , 
2026-05-05T00:39, Rack51, , , , 0, 29, , 
2026-05-05T00:41, Rack48, 121.82, 46.83, 24.19, 22.64, 32.8, 31.20, 33.17
2026-05-05T00:41, Rack49, 120.25, 46.36, 24.04, 22.32, 33.5, , 
2026-05-05T00:42, Rack50, , , 19.22, 19.22, 28.3, 32.26, 33.80
2026-05-05T00:43, Rack51, 125.08, 45.94, 19.64, 26.3, 30, 33.10, 34.37
2026-05-05T00:44, Rack48, , , , 0, 34, 32.74, 34.37
