Timestamp, RackID, Rack Flow, Rack Inlet P, Rack Outlet P, Rack Delta P, Cold Aisle Amb Temp, Rack Inlet Temp, Rack Outlet Temp
2026-04-30T00:03, Rack48, , , , 0, 31.7, , 
2026-04-30T00:03, Rack49, , , 24.62, 24.62, 32.9, 31.30, 33.18
2026-04-30T00:04, Rack50, 113.84, 49.04, 21.70, 27.34, 33.5, , 32.27
2026-04-30T00:05, Rack51, 122.92, 47.17, 20.12, 27.05, 30.6, 31.72, 32.93
2026-04-30T00:06, Rack48, 120.18, 47.26, 24.30, 22.96, 32, 32.30, 33.93
2026-04-30T00:07, Rack49, 120.88, 46.73, 24.54, 22.19, 33.6, , 
2026-04-30T00:08, Rack50, , , , 0, 31.2, 32.46, 34.13
2026-04-30T00:09, Rack51, 123.02, 47.25, 20.37, 26.88, 32.3, , 
2026-04-30T00:11, Rack48, 120.46, 46.52, 23.46, 23.06, 28.5, 32.19, 33.87
2026-04-30T00:11, Rack49, 121.57, 45.41, 23.31, 22.1, 29.9, 32.42, 34.16
2026-04-30T00:12, Rack50, 113.57, 47.42, 20.25, 27.17, 31.5, 31.07, 32.42
2026-04-30T00:13, Rack51, 122.37, 48.19, 21.20, 26.99, 33.3, 29.86, 31.76
2026-04-30T00:14, Rack48, , , , 0, 30.5, 31.44, 33.45
2026-04-30T00:15, Rack49, 120.92, 46.32, 24.16, 22.16, 31.9, 31.28, 33.17
2026-04-30T00:15, Rack50, 114.85, 48.55, 21.15, 27.4, 32.6, 30.85, 32.28
2026-04-30T00:16, Rack51, 122.73, 47.99, 21.06, 26.93, 33.6, 29.81, 31.75
2026-04-30T00:17, Rack48, 120.35, 46.81, 23.69, 23.12, 29.7, 31.51, 33.25
2026-04-30T00:18, Rack49, 120.70, 45.95, 23.72, 22.23, 31.4, , 
2026-04-30T00:19, Rack50, , , , 0, 33.4, , 
2026-04-30T00:19, Rack51, , , , 0, 31.2, 31.44, 32.72
2026-04-30T00:21, Rack48, , , , 0, 32.7, 31.36, 33.36
2026-04-30T00:22, Rack49, 121.70, 47.04, 24.98, 22.06, 33.3, 31.36, 33.17
2026-04-30T00:22, Rack50, 113.97, 49.04, 21.41, 27.63, 33.5, 30.77, 32.12
2026-04-30T00:23, Rack51, 122.58, 47.15, , 47.15, 28.5, , 
2026-04-30T00:24, Rack48, 120.16, 47.48, 24.47, 23.01, 32.9, 31.88, 33.45
2026-04-30T00:25, Rack49, 120.61, 46.79, 24.26, 22.53, 33.5, 32.28, 34.03
2026-04-30T00:25, Rack50, 114.18, 48.49, 20.67, 27.82, 33.4, , 
2026-04-30T00:26, Rack51, , , , 0, 28.7, , 
