Timestamp, RackID, Rack Flow, Rack Inlet P, Rack Outlet P, Rack Delta P, Cold Aisle Amb Temp, Rack Inlet Temp, Rack Outlet Temp
2026-06-08T00:00, Rack47, 115.441, 52.7852041750595, 25.808459989013, 26.9767, 32, 31.97, 33.07
2026-06-08T00:00, Rack50, 116.186, 52.8294573643411, 14.8336690471831, 37.9958, 32.1, 31.9, 32.84
2026-06-08T00:00, Rack51, 118.857, 52.9710675700421, 15.1876945614356, 37.7834, 32.1, 31.92, 32.85
2026-06-08T00:01, Rack51, 119.049, 52.7586522614906, 14.6655069279131, 38.0931, 31.9, 31.77, 32.74
2026-06-08T00:03, Rack46, 122.131, 52.5285356772264, 25.2420191662089, 27.2865, 31.9, 31.9, 33
2026-06-08T00:03, Rack47, 114.635, 52.5550875907953, 25.808459989013, 26.7466, 31.9, 31.88, 33.01
2026-06-08T00:03, Rack50, 116.047, 52.6878471586401, 14.8159677714704, 37.8719, 31.9, 31.8, 32.75
2026-06-08T00:03, Rack51, 119.408, 53.1569309650247, 15.0195324421657, 38.1374, 31.9, 31.75, 32.71
2026-06-08T00:04, Rack46, 122.072, 52.3957761093817, 25.1712140633584, 27.2246, 31.9, 31.83, 32.95
2026-06-08T00:04, Rack47, 115.98, 52.0240493194165, 25.2243178904962, 26.7997, 32, 31.88, 32.97
2026-06-08T00:04, Rack50, 116.742, 52.2807178172496, 14.2583775865226, 38.0223, 32, 31.84, 32.77
2026-06-08T00:04, Rack51, 119.512, 52.4488799365196, 14.5592992736373, 37.8896, 32, 31.85, 32.75
2026-06-08T00:06, Rack50, 115.696, 53.2896905328694, 15.2053958371483, 38.0843, 32.1, 31.93, 32.83
2026-06-08T00:06, Rack51, 119.339, 53.36049563572, 15.3647073185619, 37.9958, 32.2, 31.9, 32.8
2026-06-08T00:07, Rack46, 122.35, 52.3957761093817, 25.3393761826283, 27.0564, 32, 32.04, 33.15
2026-06-08T00:07, Rack47, 115.298, 52.2718671793933, 25.6225965940304, 26.6493, 32, 32.01, 33.16
2026-06-08T00:07, Rack50, 115.782, 52.5550875907953, 14.692058841482, 37.863, 31.9, 31.94, 32.88
2026-06-08T00:07, Rack51, 119.143, 53.0861258621742, 14.9752792528841, 38.1108, 32, 31.87, 32.84
2026-06-08T00:08, Rack46, 122.237, 52.1745101629738, 24.8437404626747, 27.3308, 31.9, 31.88, 33
2026-06-08T00:09, Rack47, 116.293, 52.0506012329854, 25.2154672526399, 26.8351, 31.9, 31.9, 33.02
2026-06-08T00:09, Rack50, 116.231, 52.1391076115486, 14.1344686565342, 38.0046, 32, 31.82, 32.76
2026-06-08T00:09, Rack51, 119.482, 52.572788866508, 14.4707928950742, 38.102, 31.8, 31.76, 32.72
2026-06-08T00:12, Rack46, 122.642, 52.8117560886285, 26.0120246597082, 26.7997, 32, 31.96, 33.07
2026-06-08T00:13, Rack47, 116.362, 52.8914118293353, 25.8615638161509, 27.0298, 32, 31.95, 33.09
2026-06-08T00:13, Rack50, 116.33, 53.0418726728926, 14.9221754257462, 38.1197, 32, 31.93, 32.77
2026-06-08T00:13, Rack51, 118.428, 53.2011841543063, 15.2319477507172, 37.9692, 32.1, 31.89, 32.73
2026-06-08T00:14, Rack46, 122.703, 52.546236952939, 25.4367331990478, 27.1095, 32.1, 31.92, 33.05
2026-06-08T00:14, Rack47, 116.438, 52.3249710065312, 25.4632851126167, 26.8617, 31.9, 31.94, 33.06
2026-06-08T00:14, Rack50, 116.094, 52.3869254715254, 14.5415979979247, 37.8453, 32, 31.88, 32.76
2026-06-08T00:14, Rack51, 118.409, 52.6347433315022, 14.7363120307636, 37.8984, 31.8, 31.86, 32.74
2026-06-08T00:17, Rack50, 115.898, 52.572788866508, 14.7628639443325, 37.8099, 31.9, 31.8, 32.73
2026-06-08T00:17, Rack51, 119.049, 53.050723310749, 15.028383080022, 38.0223, 32.1, 31.79, 32.71
2026-06-08T00:18, Rack46, 122.205, 52.8737105536227, 25.7907587133004, 27.083, 32.1, 31.93, 33.04
2026-06-08T00:18, Rack47, 115.755, 52.8914118293353, 25.7642067997314, 27.1272, 32, 31.92, 33.06
2026-06-08T00:18, Rack50, 116.206, 52.4665812122322, 14.4796435329305, 37.9869, 32.1, 31.89, 32.84
2026-06-08T00:19, Rack51, 119.124, 52.8206067264848, 14.8071171336141, 38.0135, 32, 31.9, 32.82
2026-06-08T00:23, Rack46, 122.281, 52.5550875907953, 25.4632851126167, 27.0918, 32.1, 31.97, 33.09
2026-06-08T00:23, Rack47, 115.908, 52.2541659036806, 25.0915583226515, 27.1626, 32.1, 31.99, 33.09
2026-06-08T00:23, Rack50, 116.261, 52.4400292986632, 14.5947018250626, 37.8453, 32.1, 31.94, 32.84
2026-06-08T00:23, Rack51, 119.015, 52.5639382286517, 14.718610755051, 37.8453, 32.1, 31.9, 32.83
2026-06-08T00:25, Rack46, 122.525, 52.85600927791, 25.808459989013, 27.0475, 32, 31.99, 33.09
2026-06-08T00:25, Rack47, 116.053, 52.9002624671916, 25.8615638161509, 27.0387, 31.8, 31.95, 33.09
2026-06-08T00:25, Rack50, 115.962, 52.7940548129158, 14.8425196850394, 37.9515, 31.9, 31.91, 32.81
2026-06-08T00:25, Rack51, 119.259, 53.1038271378868, 15.0637856314472, 38.04, 31.8, 31.86, 32.78
2026-06-08T00:30, Rack46, 122.15, 52.9976194836111, 25.808459989013, 27.1892, 32.1, 31.98, 32.98
2026-06-08T00:30, Rack47, 115.839, 52.7763535372032, 25.8350119025819, 26.9413, 32, 31.97, 33
2026-06-08T00:30, Rack50, 116.079, 52.8471586400537, 14.8956235121773, 37.9515, 32, 31.93, 32.86
2026-06-08T00:30, Rack51, 119.162, 52.9268143807605, 15.001831166453, 37.925, 32.1, 31.91, 32.81
2026-06-08T00:32, Rack51, 118.461, 52.882561191479, 15.0372337178783, 37.8453, 32, 31.79, 32.73
2026-06-08T00:34, Rack46, 122.015, 52.7321003479216, 25.5340902154673, 27.198, 32, 31.93, 33.01
2026-06-08T00:34, Rack47, 115.741, 52.5993407800769, 25.5606421290362, 27.0387, 32, 31.9, 33.02
2026-06-08T00:34, Rack50, 116.098, 52.6789965207837, 14.7274613929073, 37.9515, 31.9, 31.86, 32.79
2026-06-08T00:34, Rack51, 118.669, 52.9887688457547, 15.1611426478667, 37.8276, 32, 31.83, 32.76
2026-06-08T00:35, Rack46, 122.712, 52.5816395043643, 25.4278825611915, 27.1538, 31.9, 31.91, 33.02
2026-06-08T00:35, Rack47, 115.025, 52.1125556979796, 25.3836293719099, 26.7289, 32, 31.92, 33.02
2026-06-08T00:36, Rack50, 116.365, 52.3515229201001, 14.4619422572178, 37.8896, 32.1, 31.87, 32.79
2026-06-08T00:36, Rack51, 119.114, 52.5108344015138, 14.7009094793383, 37.8099, 32, 31.83, 32.74
2026-06-08T00:40, Rack46, 123.307, 52.404626747238, 25.2420191662089, 27.1626, 31.9, 31.88, 33
2026-06-08T00:40, Rack47, 115.941, 52.1922114386864, 25.2066166147836, 26.9856, 31.9, 31.88, 33
2026-06-08T00:40, Rack50, 115.636, 52.1745101629738, 14.2760788622352, 37.8984, 31.9, 31.83, 32.67
2026-06-08T00:40, Rack51, 118.794, 52.4400292986632, 14.3911371543673, 38.0489, 31.9, 31.82, 32.65
