Timestamp, RackID, Rack Flow, Rack Inlet P, Rack Outlet P, Rack Delta P, Cold Aisle Amb Temp, Rack Inlet Temp, Rack Outlet Temp
2026-04-29T10:56, Rack48, 120.40, 46.59, 23.42, 23.17, 30.6, 32.07, 34.02
2026-04-29T10:57, Rack49, 120.93, 45.42, 23.46, 21.96, 28.4, 31.54, 33.52
2026-04-29T10:57, Rack50, 114.61, 47.74, 20.44, 27.3, 30.3, , 
2026-04-29T10:58, Rack51, , , , 0, 32.8, , 
2026-04-29T11:00, Rack48, 119.63, 46.67, 23.51, 23.16, 28.7, 31.65, 33.46
2026-04-29T11:00, Rack49, 121.51, 45.55, 23.36, 22.19, 29.5, 32.12, 33.87
2026-04-29T11:00, Rack50, 114.21, 47.27, 20.02, 27.25, 31.3, 32.60, 34.16
2026-04-29T11:01, Rack51, 123.50, 47.24, 20.24, 27, 32.3, 30.88, 33.25
2026-04-29T11:02, Rack48, 120.24, 47.27, 23.85, 23.42, 31.6, 32.20, 33.88
2026-04-29T11:03, Rack49, 121.28, 45.33, 23.01, 22.32, 28.6, 32.46, 34.22
2026-04-29T11:03, Rack50, 113.59, 46.99, 19.93, 27.06, 29.6, 32.53, 34.01
2026-04-29T11:04, Rack51, 123.44, 47.10, 20.33, 26.77, 31.3, 32.48, 34.06
2026-04-29T11:05, Rack48, 120.75, 47.56, 24.56, 23, 33.7, , 
2026-04-29T11:06, Rack49, , , , 0, 29.6, , 
2026-04-29T11:07, Rack50, , 48.05, 20.68, 27.37, 31.8, , 
2026-04-29T11:08, Rack51, , , , 0, 33.6, , 
2026-04-29T11:09, Rack48, 120.62, 46.40, 23.49, 22.91, 31.5, , 
2026-04-29T11:11, Rack49, , , , 0, 33.2, , 33.36
2026-04-29T11:11, Rack50, 114.08, 48.94, 21.46, 27.48, 33.6, 30.81, 32.22
2026-04-29T11:12, Rack51, 123.13, 47.28, 20.29, 26.99, 30.6, 31.71, 32.93
2026-04-29T11:13, Rack48, 120.59, 47.09, 24.13, 22.96, 32.1, 31.35, 33.31
2026-04-29T11:13, Rack49, 121.06, 46.82, 24.42, 22.4, 32.8, 31.46, 33.29
2026-04-29T11:14, Rack50, 110.66, 49.13, 20.90, 28.23, 33.4, 30.38, 31.66
2026-04-29T11:14, Rack51, 120.44, 48.04, 19.92, 28.12, 33.2, 30.93, 32.22
2026-04-29T11:16, Rack48, 119.92, 46.84, 23.93, 22.91, 31.1, 31.48, 33.29
2026-04-29T11:16, Rack49, 121.53, 46.05, 23.90, 22.15, 32.3, 31.92, 33.68
2026-04-29T11:17, Rack50, 110.80, 48.45, 20.14, 28.31, 33, 30.61, 31.86
2026-04-29T11:17, Rack51, 120.43, 48.21, 20.51, 27.7, 33.5, 30.17, 31.79
2026-04-29T11:18, Rack48, 120.29, 46.46, 23.47, 22.99, 30, 32.17, 33.87
2026-04-29T11:19, Rack49, 121.10, 45.55, 23.21, 22.34, 31.6, 32.40, 34.16
2026-04-29T11:19, Rack50, 113.46, 47.56, 20.48, 27.08, 32.5, 31.44, 32.70
2026-04-29T11:20, Rack51, 122.96, 47.63, 20.96, 26.67, 33.1, 29.81, 31.83
2026-04-29T11:21, Rack48, 120.31, 46.01, 23.13, 22.88, 28.5, 32.53, 34.29
2026-04-29T11:22, Rack49, 120.90, 45.52, 23.25, 22.27, 30.3, 32.19, 34.04
2026-04-29T11:22, Rack50, 114.01, 47.91, 20.64, 27.27, 31.7, 32.26, 33.73
2026-04-29T11:23, Rack51, 122.94, 47.87, 21.01, 26.86, 32.6, 30.05, 32.53
2026-04-29T11:24, Rack48, 120.00, 46.35, 23.07, 23.28, 29.8, 32.07, 34.15
2026-04-29T11:24, Rack49, 121.43, 45.42, 22.90, 22.52, 28.8, 31.43, 33.32
2026-04-29T11:25, Rack50, 113.77, 47.94, 20.60, 27.34, 31, 32.37, 34.02
2026-04-29T11:25, Rack51, 123.72, 47.21, 20.48, 26.73, 32.2, 31.08, 33.38
2026-04-29T11:27, Rack48, 120.00, 47.21, 23.95, 23.26, 31, 31.38, 33.28
2026-04-29T11:27, Rack49, 121.58, 45.78, 23.37, 22.41, 28.5, 31.56, 33.24
2026-04-29T11:28, Rack50, 113.76, 47.38, 20.12, 27.26, 30, 32.43, 33.99
2026-04-29T11:28, Rack51, 122.97, 46.51, 19.65, 26.86, 31.7, 31.10, 33.46
2026-04-29T11:30, Rack48, 120.48, 47.01, 23.75, 23.26, 30.9, , 
2026-04-29T11:31, Rack49, , , , 0, 30.5, , 33.87
2026-04-29T11:31, Rack50, 113.83, 48.04, 20.76, 27.28, 32.1, 31.96, 33.69
2026-04-29T11:32, Rack51, 123.17, 48.01, 21.18, 26.83, 32.7, 29.88, 32.19
2026-04-29T11:33, Rack48, , , , 0, 29, , 
